Scan	superkingdom	phylum	class	order	family	genus	species	proteins	taxids
6130	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P17555|CAP_YEAST	559292
7465	Eukaryota	Ascomycota						sp|P28877|PMA1_CANAX, sp|P28876|PMA2_SCHPO, sp|P05030|PMA1_YEAST, sp|P09627|PMA1_SCHPO	559292, 284812, 5476
20691	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P50085|PHB2_YEAST	559292
14040	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P05317|RLA0_YEAST	559292
11479	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P07246|ADH3_YEAST	559292
15167	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P28834|IDH1_YEAST	559292
13366	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P39676|FHP_YEAST	559292
6605	Eukaryota	Ascomycota						sp|Q75EV6|EF3_EREGS, sp|P16521|EF3A_YEAST, sp|P25997|EF3_CANAL, sp|O94489|EF3_SCHPO, sp|P53978|EF3B_YEAST	237561, 559292, 284811, 284812
19808	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|Q03048|COFI_YEAST, sp|Q759P0|COFI_EREGS, sp|Q6BWX4|COFI_DEBHA	559292, 284811, 284592
21075	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q04013|YHM2_YEAST	559292
11238	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P43616|DUG1_YEAST	559292
18501	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P16861|PFKA1_YEAST	559292
17684	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|Q75EV6|EF3_EREGS, sp|P16521|EF3A_YEAST, sp|P25997|EF3_CANAL	284811, 237561, 559292
14034	Eukaryota							sp|Q5Z859|MPK4_ORYSJ, sp|P43068|MKC1_CANAX, sp|Q39022|MPK2_ARATH, sp|O23236|MPK14_ARATH, sp|Q92398|SPM1_SCHPO, sp|Q39021|MPK1_ARATH, sp|Q5AAG6|MKC1_CANAL, sp|Q6Z437|MPK3_ORYSJ, sp|Q9GRU1|MPK4_LEIME, sp|Q00772|SLT2_YEAST, sp|Q39027|MPK7_ARATH	237561, 559292, 5665, 39947, 284812, 5476, 3702
10088	Eukaryota							sp|P0CY35|EF1A1_CANAL, sp|Q07051|EF1A_EIMBO, sp|P41752|EF1A_EREGS, sp|P02994|EF1A_YEAST, sp|Q59QD6|EF1A2_CANAL, sp|A5DPE3|EF1A_PICGU	237561, 559292, 284811, 294746, 5803
11162	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P17555|CAP_YEAST	559292
13990	Eukaryota	Ascomycota						sp|Q6QDC9|TBB_ZYMTR, sp|P02557|TBB_YEAST, sp|P10875|TBB_CANAX	1047171, 559292, 5476
13456	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10591|HSP71_YEAST	559292
21467	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P00358|G3P2_YEAST, sp|P00359|G3P3_YEAST	559292
4144	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P30624|LCF1_YEAST	559292
9137	Eukaryota	Ascomycota						sp|O94354|ASSY_SCHPO, sp|P22768|ASSY_YEAST	284812, 559292
11392	Eukaryota	Ascomycota						sp|Q8NJN3|ACS2_CANAL, sp|P52910|ACS2_YEAST, sp|Q750T7|ACS2_EREGS, sp|Q6BS00|ACS2_DEBHA	237561, 559292, 284811, 284592
13902	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P38708|YHI0_YEAST	559292
6776	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12118|SGT2_YEAST	559292
16244	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P49954|NIT3_YEAST	559292
11839	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P23254|TKT1_YEAST, sp|P33315|TKT2_YEAST	559292
19654	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P08524|ERG20_YEAST	559292
11289	Eukaryota	Ascomycota						sp|P14540|ALF_YEAST	559292
11405	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|Q9P335|TIM10_PICSO, sp|Q759W7|TIM10_EREGS, sp|P87108|TIM10_YEAST, sp|Q6BHJ3|TIM10_DEBHA	559304, 559292, 284811, 284592
16058	Eukaryota							sp|Q00764|TPS1_YEAST, sp|O94213|TPS1_PICAN, sp|Q92410|TPS1_CANAL, sp|Q9SYM4|TPS1_ARATH, sp|Q9ZV48|TPS11_ARATH, sp|P40387|TPS1_SCHPO	237561, 559292, 284812, 870730, 3702
14318	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12123|DCS2_YEAST, sp|Q06151|DCPS_YEAST	559292
12233	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P15624|SYFB_YEAST	559292
7215	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P34730|BMH2_YEAST, sp|P29311|BMH1_YEAST, sp|O42766|1433_CANAL	237561, 559292
8697	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P40581|GPX3_YEAST	559292
22473	Eukaryota	Ascomycota						sp|P36580|ALF_SCHPO, sp|Q9URB4|ALF_CANAL, sp|P14540|ALF_YEAST	237561, 559292, 284812
12126	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00431|CCPR_YEAST	559292
15928	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P20967|ODO1_YEAST	559292
14672	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|C8Z792|AIM9_YEAS8, sp|B3LRJ8|AIM9_YEAS1, sp|C7GRR3|AIM9_YEAS2, sp|A6ZR36|AIM9_YEAS7, sp|P40053|AIM9_YEAST	307796, 559292, 574961, 285006, 643680
6831	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P38264|PHO88_YEAST	559292
19346	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P38720|6PGD1_YEAST	559292
19920	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P17967|PDI_YEAST	559292
8259	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P0CX31|RS24A_YEAST, sp|P0CX32|RS24B_YEAST	559292
13396	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P31539|HS104_YEAST	559292
12677	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P25294|SIS1_YEAST	559292
19069	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12363|WTM1_YEAST	559292
11045	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P00924|ENO1_YEAST, sp|P00925|ENO2_YEAST	559292
15010	Eukaryota	Ascomycota						sp|P00924|ENO1_YEAST, sp|P00925|ENO2_YEAST, sp|P42040|ENO_DAVTA, sp|Q6BI20|ENO2_DEBHA	559292, 29918, 284592
3683	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P41797|HSP71_CANAL, sp|P53623|HSP72_PICAN, sp|P22202|HSP74_YEAST, sp|P10591|HSP71_YEAST, sp|P46587|HSP72_CANAL	870730, 237561, 559292
17641	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P16467|PDC5_YEAST	559292
12584									
11425	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P32589|HSP7F_YEAST, sp|Q875P5|HSP7F_LACK1	226302, 559292
6802	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32340|NDI1_YEAST	559292
11036	Eukaryota							sp|P19211|IF5A2_YEAST, sp|Q20751|IF5A2_CAEEL, sp|P34563|IF5A1_CAEEL, sp|O94083|IF5A_CANAL, sp|P23301|IF5A1_YEAST	6239, 237561, 559292
20554	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|Q02776|TIM50_YEAST	559292
13123	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P41277|GPP1_YEAST, sp|P40106|GPP2_YEAST, sp|P38773|DOG2_YEAST, sp|P38774|DOG1_YEAST	559292
12375	Eukaryota	Ascomycota						sp|P29507|DHE4_SCHOC, sp|P78804|DHE4_SCHPO, sp|Q9HFR6|DHE4_TUBBO, sp|P39708|DHE5_YEAST, sp|Q8TFF6|DHE4_SACU7, sp|P07262|DHE4_YEAST	27300, 559292, 659244, 42251, 284812
7826	Eukaryota	Ascomycota						sp|O14400|GPDM_SCHPO, sp|P32191|GPDM_YEAST	284812, 559292
16231	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P06106|CYSD_YEAST	559292
9545	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P43588|RPN11_YEAST	559292
5226	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P21576|VPS1_YEAST	559292
10561	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P14540|ALF_YEAST	559292
11292	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P28707|SBA1_YEAST	559292
9381	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P39931|SS120_YEAST	559292
12122	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P12612|TCPA_YEAST	559292
7636	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00950|PMG1_YEAST	559292
7345	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P14540|ALF_YEAST	559292
14168	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P16467|PDC5_YEAST, sp|P06169|PDC1_YEAST, sp|P34734|PDC_HANUV, sp|P26263|PDC6_YEAST	29833, 559292
13169	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P06169|PDC1_YEAST	559292
3852	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P00358|G3P2_YEAST, sp|P00359|G3P3_YEAST	559292
18781	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces		sp|P00401|COX1_YEAST	559292
14329									
12640	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P40016|RPN3_YEAST	559292
7628	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P25294|SIS1_YEAST	559292
15309	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P14540|ALF_YEAST, sp|Q9URB4|ALF_CANAL	237561, 559292
9818	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P0CX46|RL2B_YEAST, sp|A0A1D8PF08|RL2_CANAL, sp|Q75AP7|RL2_EREGS, sp|P0CX45|RL2A_YEAST	284811, 237561, 559292
13597	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P41277|GPP1_YEAST, sp|P40106|GPP2_YEAST	559292
14519	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|Q07478|SUB2_YEAST, sp|A6ZXP4|SUB2_YEAS7, sp|Q759L6|SUB2_EREGS, sp|A5DDN0|SUB2_PICGU	307796, 559292, 284811, 294746
8755	Eukaryota	Ascomycota						sp|P28877|PMA1_CANAX, sp|P19657|PMA2_YEAST, sp|P28876|PMA2_SCHPO, sp|P05030|PMA1_YEAST	559292, 284812, 5476
4023	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P17695|GLRX2_YEAST	559292
18126	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32563|VPP1_YEAST	559292
8111	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P38071|ETR1_YEAST	559292
7139	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P22517|KCC2_YEAST	559292
16750	Eukaryota	Ascomycota						sp|Q9Y7R8|MDHM_SCHPO, sp|P17505|MDHM_YEAST	284812, 559292
15791	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P15992|HSP26_YEAST	559292
13374	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12068|GRE2_YEAST	559292
18083	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10080|SSBP1_YEAST	559292
21039	Eukaryota							sp|P00924|ENO1_YEAST, sp|P00925|ENO2_YEAST, sp|Q756H2|ENO_EREGS, sp|Q9HDT3|ENO_ALTAL, sp|Q96VP4|ENO_COCLU	5599, 559292, 284811, 5503
19245	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10592|HSP72_YEAST, sp|P10591|HSP71_YEAST	559292
12516	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P54839|ERG13_YEAST	559292
12871	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P40471|AYR1_YEAST	559292
3450	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P21242|PSA7_YEAST	559292
17458	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P49334|TOM22_YEAST	559292
4531	Eukaryota							sp|Q9V3G7|PSMD6_DROME, sp|Q06103|RPN7_YEAST	7227, 559292
8008	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q05506|SYRC_YEAST	559292
16114	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00360|G3P1_YEAST	559292
13753	Eukaryota	Ascomycota						sp|Q00955|ACAC_YEAST	559292
21249	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00925|ENO2_YEAST	559292
12704	Eukaryota	Ascomycota						sp|P54115|ALDH6_YEAST, sp|P46367|ALDH4_YEAST	559292
11286	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P53319|6PGD2_YEAST, sp|P38720|6PGD1_YEAST, sp|O13287|6PGD_CANAX	5476, 559292
16705	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P0CX53|RL12A_YEAST, sp|P0CX54|RL12B_YEAST	559292
10168	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P53303|ZPR1_YEAST	559292
4555	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q02753|RL21A_YEAST, sp|Q12672|RL21B_YEAST	559292
10301	Eukaryota							sp|Q07478|SUB2_YEAST, sp|A6ZXP4|SUB2_YEAS7	307796, 559292
20238	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P16467|PDC5_YEAST, sp|P06169|PDC1_YEAST	559292
4321	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P33297|PRS6A_YEAST	559292
18343	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P54115|ALDH6_YEAST, sp|P46367|ALDH4_YEAST	559292
10710	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P49723|RIR4_YEAST	559292
18948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P10592|HSP72_YEAST, sp|P10591|HSP71_YEAST	559292
6528	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P21954|IDHP_YEAST	559292
9077	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P17536|TPM1_YEAST	559292
7434	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P19882|HSP60_YEAST, sp|O74261|HSP60_CANAL	237561, 559292
15772	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P15992|HSP26_YEAST	559292
2948	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P22768|ASSY_YEAST	559292
18360	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P02829|HSP82_YEAST, sp|P15108|HSC82_YEAST, sp|Q8J2M3|HSP82_EREGS	284811, 559292
5278	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P16474|BIP_YEAST, sp|Q75C78|BIP_EREGS	284811, 559292
10512	Eukaryota	Ascomycota						sp|P10592|HSP72_YEAST, sp|O59855|HSP72_SCHPO, sp|P10591|HSP71_YEAST	284812, 559292
5154	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q01217|ARG56_YEAST	559292
13498	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P34227|PRX1_YEAST	559292
14720	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P25087|ERG6_YEAST	559292
12550	Eukaryota	Ascomycota						sp|P40495|LYS12_YEAST, sp|O14104|LYS12_SCHPO	284812, 559292
13197	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|O94072|VATE_CANAX, sp|P22203|VATE_YEAST	5476, 559292
10535	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P14904|AMPL_YEAST	559292
16988	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P06168|ILV5_YEAST	559292
20941	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32471|EF1B_YEAST	559292
12319	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P08524|ERG20_YEAST	559292
15489	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12117|MRH1_YEAST	559292
6354	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32528|DUR1_YEAST	559292
10586	Eukaryota	Ascomycota						sp|P47044|YJF5_YEAST	559292
9456	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P15705|STI1_YEAST	559292
13525	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P00358|G3P2_YEAST, sp|P00359|G3P3_YEAST, sp|Q757I2|G3P_EREGS	284811, 559292
20657	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P15992|HSP26_YEAST	559292
7820	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q04458|HFD1_YEAST	559292
8284	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P54115|ALDH6_YEAST	559292
10660	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|B3LGE9|ARO1_YEAS1, sp|C7GIN5|ARO1_YEAS2, sp|P08566|ARO1_YEAST, sp|C8Z543|ARO1_YEAS8, sp|A6ZY89|ARO1_YEAS7	307796, 559292, 574961, 285006, 643680
3865	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00127|QCR6_YEAST	559292
12795	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q04491|SEC13_YEAST	559292
13846	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P41940|MPG1_YEAST	559292
4894	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P29547|EF1G1_YEAST	559292
14347	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae			sp|P16467|PDC5_YEAST, sp|P26263|PDC6_YEAST, sp|P06169|PDC1_YEAST	559292
11606	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P47165|XPT1_YEAST, sp|Q04178|HPRT_YEAST	559292
17358	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P12695|ODP2_YEAST	559292
11943	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00498|HIS1_YEAST	559292
9248	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P16467|PDC5_YEAST, sp|P06169|PDC1_YEAST, sp|P34734|PDC_HANUV	29833, 559292
12790	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P00950|PMG1_YEAST	559292
16584	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P37302|APE3_YEAST	559292
6882	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q12396|EMP46_YEAST	559292
4407	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|Q01855|RS15_YEAST	559292
20248	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P32563|VPP1_YEAST	559292
14979	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales				sp|P82610|METE_CANAL, sp|P05694|METE_YEAST	237561, 559292
15224	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P14306|CPYI_YEAST	559292
5387	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P0CS91|HSP77_YEASX, sp|P0CS90|HSP77_YEAST, sp|P39987|HSP7E_YEAST	4932, 559292
19951	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae	sp|P14906|SEC63_YEAST	559292
